Address,SourceEUI(kBtu/sf),SecondLargestPropertyUseType,PrimaryPropertyType,State,NaturalGas(therms),Electricity(kBtu),SiteEUIWN(kBtu/sf),ThirdLargestPropertyUseTypeGFA,SiteEnergyUseWN(kBtu),TaxParcelIdentificationNumber,Neighborhood,Outlier,BuildingType,DefaultData,City,PropertyGFABuilding(s),SteamUse(kBtu),PropertyName,ListOfAllPropertyUseTypes,YearBuilt,GHGEmissionsIntensity,CouncilDistrictCode,Longitude,LargestPropertyUseTypeGFA,PropertyGFAParking,SiteEUI(kBtu/sf),Latitude,SourceEUIWN(kBtu/sf),ZipCode,PropertyGFATotal,NumberofFloors,YearsENERGYSTARCertified,NaturalGas(kBtu),LargestPropertyUseType,OSEBuildingID,Electricity(kWh),ENERGYSTARScore,DataYear,ComplianceStatus,ThirdLargestPropertyUseType,NumberofBuildings,SecondLargestPropertyUseTypeGFA
13200 AURORA AVE N,302.0,Supermarket/Grocery Store,Retail Store,WA,93888.48438,7836595.0,150.8999939,,17225444.0,1926049371,NORTHWEST,,NonResidential,False,Seattle,114000,0.0,AURORA ACRES (ID518),"Retail Store, Supermarket/Grocery Store",1967,4.85,5,-122.34331999999999,57805.0,0,150.8999939,47.7249,302.0,98133.0,114000,1.0,,9388848.0,Retail Store,518,2296774.5,79.0,2016,Compliant,,1.0,56312.0
2301 3rd ave,94.09999847,,Hotel,WA,10676.2998,1375435.0,42.70000076,,2466522.25,0656000290,DOWNTOWN,,NonResidential,False,Seattle,57800,0.0,BELLTOWN INN (ID#19878),Hotel,1990,1.15,7,-122.34525,57800.0,0,42.29999924,47.614709999999995,94.5,98121.0,57800,5.0,,1067630.0,Hotel,19878,403117.0,87.0,2016,Compliant,,1.0,
1301 5th Ave,197.6000061,Parking,Large Office,WA,0.0,48479982.0,62.90000153,19671.0,48479988.0,0002400003,DOWNTOWN,,NonResidential,False,Seattle,635824,0.0,Rainier Tower,"Financial Office, Office, Other, Parking, Restaurant",1976,0.53,7,-122.33481,718473.0,0,62.90000153,47.608959999999996,197.6000061,98101.0,635824,42.0,,0.0,Office,388,14208670.0,69.0,2016,Compliant,Restaurant,1.0,40000.0
712 N 34th St,146.0,Office,Warehouse,WA,9829.470703,1244691.0,69.09999847,1440.0,2339649.75,1972202680,LAKE UNION,,NonResidential,False,Seattle,33840,0.0,Canal Building,"Non-Refrigerated Warehouse, Office, Retail Store",1927,1.8,6,-122.34913,18740.0,0,65.80000305,47.64965,149.5,98103.0,33840,2.0,,982947.0,Non-Refrigerated Warehouse,21119,364798.0938,,2016,Compliant,Retail Store,1.0,13660.0
1411 4TH AVE,92.30000305,,Large Office,WA,0.0,2596546.0,0.0,,0.0,1975700345,DOWNTOWN,,NonResidential,False,Seattle,151039,2850077.75,Onni 1411 Fourth Development LP,Office,1929,1.58,7,-122.33625,125473.0,0,43.40000153,47.60923,0.0,98101.0,151039,15.0,,0.0,Office,414,761004.125,84.0,2016,Compliant,,1.0,
450 NE 100th St,101.5,,Senior Care Community,WA,46810.26172,6338614.0,46.29999924,,11314740.0,3226049568,NORTH,,NonResidential,False,Seattle,244500,0.0,Aljoya Thornton Place,Senior Care Community,2009,1.2,5,-122.32352,244500.0,0,45.09999847,47.70178,103.1999969,98133.0,244500,6.0,,4681026.0,Senior Care Community,24769,1857741.375,100.0,2016,Compliant,,1.0,
1600 West Dravus,718.7000122000001,,Supermarket / Grocery Store,WA,38613.15625,4656997.0,336.60000610000003,,8746499.0,2770602660,MAGNOLIA / QUEEN ANNE,,NonResidential,False,Seattle,25842,0.0,70500811 -- Interbay,Supermarket/Grocery Store,1961,9.19,7,-122.37788,25987.0,0,327.7999878,47.64909,727.9000244,98119.0,25842,1.0,,3861316.0,Supermarket/Grocery Store,22479,1364887.75,35.0,2016,Compliant,,1.0,
2424 7th Ave W.,80.80000305,,K-12 School,WA,6005.752441,1733685.0,32.70000076,,2457326.25,9270200005,MAGNOLIA / QUEEN ANNE,,SPS-District K-12,True,Seattle,75214,0.0,Frantz Coe Elementary,K-12 School,2003,0.58,7,-122.3656,75214.0,0,31.0,47.64052,82.5,98119.0,75214,3.0,,600575.0,K-12 School,289,508113.9063,88.0,2016,Error - Correct Default Data,,1.0,
3900 S Othello St,711.5,Parking,Supermarket / Grocery Store,WA,26144.5,5004995.0,311.10000610000003,,8071987.5,2724049127,GREATER DUWAMISH,,NonResidential,False,Seattle,26092,0.0,Safeway 0219 - Othello St,"Parking, Supermarket/Grocery Store",1953,6.66,2,-122.28308,25946.0,0,293.7000122,47.53747,729.7999877999999,98118.0,26092,1.0,,2614450.0,Supermarket/Grocery Store,22142,1466880.0,40.0,2016,Compliant,,1.0,0.0
410 W. Harrison St.,650.5,Office,Laboratory,WA,73405.35156,4675400.0,363.60000610000003,2000.0,12512916.0,1992200045,MAGNOLIA / QUEEN ANNE,,NonResidential,False,Seattle,34416,0.0,410 W. Harrison,"Laboratory, Office, Parking",1962,12.27,7,-122.36248,20649.0,0,349.10000610000003,47.6224,657.2000122000001,98119.0,34416,2.0,,7340535.0,Laboratory,21549,1370281.25,,2016,Compliant,Parking,1.0,13767.0
4724 Roosevelt Way NE,120.6999969,Retail Store,Other,WA,0.0,1623657.0,38.40000153,,1623657.0,6746701575,NORTHEAST,,NonResidential,False,Seattle,21600,0.0,University VW,"Other - Services, Retail Store",1924,0.52,4,-122.31715,32580.0,0,38.40000153,47.66386,120.6999969,98105.0,21600,2.0,,0.0,Other - Services,27891,475866.5938,,2016,Compliant,,1.0,9650.0
11 Vine Street,76.59999847,Vocational School,Self-Storage Facility,WA,6584.0,1500229.0,33.09999847,3859.0,2331573.25,0653000225,DOWNTOWN,,NonResidential,False,Seattle,70586,0.0,Vine Street,"Office, Self-Storage Facility, Vocational School",1911,0.64,7,-122.35128999999999,38439.0,0,30.60000038,47.61351,79.19999695,98121.0,70586,3.0,,658400.0,Self-Storage Facility,55,439691.9063,,2016,Compliant,Office,1.0,28197.0
4629 26th Avenue NE,219.89999390000003,Non-Refrigerated Warehouse,Retail Store,WA,3312.580322,4312919.0,74.0,1000.0,4670313.0,0925049346,NORTHEAST,,NonResidential,False,Seattle,63153,0.0,WEST BLDG,"Non-Refrigerated Warehouse, Other, Retail Store",1997,0.75,4,-122.29898,59396.0,0,73.5,47.662459999999996,217.5,98105.0,63153,1.0,,331258.0,Retail Store,20052,1264044.375,,2016,Compliant,Other,1.0,2757.0
13000 AURORA AVE N,159.8000031,,Retail Store,WA,5410.230469,1148350.0,67.40000153,,1760626.0,1926049423,NORTHWEST,,NonResidential,False,Seattle,26115,0.0,PETSMART 0375 (ID21236),Retail Store,1998,1.41,5,-122.34373000000001,26115.0,0,64.69999695,47.72337,161.5,98133.0,26115,1.0,,541023.0,Retail Store,21236,336562.0,43.0,2016,Compliant,,1.0,
6222 NE 74th St,217.39999390000003,,Medical Office,WA,3777.100342,1815405.0,81.30000305,,2279632.5,0225049077,NORTHEAST,,NonResidential,False,Seattle,30287,0.0,Sandpoint #25,Medical Office,1960,1.08,4,-122.26223,28050.0,0,78.19999695,47.6824,220.60000609999997,98115.0,30287,0.0,,377710.0,Medical Office,40031,532064.6875,32.0,2016,Compliant,,1.0,
4602 14TH AVE NW,26.5,,Small- and Mid-Sized Office,WA,417.0,196542.0,9.6,,238255.0,2768303115,BALLARD,Low Outlier,NonResidential,No,SEATTLE,24913,0.0,SALTY DOG POTTERY & THE BOATWRIGHT,Office,1903,0.11,6,-122.3730847,24913.0,0,9.6,47.6624069,26.5,98107,24913,3.0,,41721.0,Office,22446,57601.0,100.0,2015,Compliant,,1.0,
1501 1st Avenue,549.2000122000001,Food Sales,Restaurant,WA,36992.76563,3202277.0,270.60000610000003,1840.0,6868711.5,1976200230,DOWNTOWN,,Campus,False,Seattle,25380,0.0,Corner Market,"Food Sales, Office, Restaurant",1912,8.62,7,-122.34052,17114.0,0,271.89999389999997,47.60895,545.2000122000001,98101.0,25380,2.0,,3699277.0,Restaurant,21482,938533.8125,,2016,Compliant,Office,1.0,6426.0
4241 21st Ave W.,105.6999969,,Small- and Mid-Sized Office,WA,0.0,727386.0,33.59999847,,727385.8125,2771100445,MAGNOLIA / QUEEN ANNE,,NonResidential,False,Seattle,22365,0.0,Fisheries Building,Office,1979,0.23,7,-122.38382,21617.0,0,33.59999847,47.658809999999995,105.6999969,98199.0,22365,4.0,,0.0,Office,22607,213184.5,71.0,2016,Compliant,,1.0,
10564 5th Ave NE.,122.40000149999999,,Medical Office,WA,5038.75,955324.0,52.90000153,,1525049.625,2926049266,NORTH,,NonResidential,False,Seattle,28841,0.0,5th Ave Professional Center,Medical Office,1988,1.16,5,-122.32263999999999,28841.0,0,50.59999847,47.706759999999996,123.59999850000001,98125.0,28841,3.0,,503875.0,Medical Office,23017,279989.5938,55.0,2016,Compliant,,1.0,
6535 5th Place South,81.80000305,,Warehouse,WA,8105.290039,510536.0,51.29999924,,1539819.875,5367201865,GREATER DUWAMISH,,NonResidential,False,Seattle,28032,0.0,Cedar Heights,Non-Refrigerated Warehouse,1951,1.66,2,-122.32758000000001,30000.0,0,44.0,47.544909999999994,89.40000153,98108.0,28032,2.0,,810529.0,Non-Refrigerated Warehouse,27122,149629.5,52.0,2016,Compliant,,1.0,
2632 NE 80th St.,89.0,,Worship Facility,WA,4177.007813,710478.0,0.0,,0.0,1513800009,NORTHEAST,,NonResidential,False,Seattle,31386,0.0,Temple Beth Am,Worship Facility,2000,0.86,4,-122.29852,30000.0,0,37.59999847,47.68752,0.0,98115.0,31386,2.0,,417701.0,Worship Facility,20324,208229.2969,52.0,2016,Compliant,,1.0,
2689 NE University Village Street,149.1000061,Restaurant,Retail Store,WA,15691.0293,3884335.0,59.90000153,2500.0,5561522.5,0925049346,NORTHEAST,,NonResidential,False,Seattle,93803,0.0,BLDG D,"Non-Refrigerated Warehouse, Other, Restaurant, Retail Store",1956,1.18,4,-122.29898,85572.0,0,58.79999924,47.662459999999996,150.3999939,98105.0,93803,2.0,,1569103.0,Retail Store,819,1138433.5,,2016,Compliant,Other,1.0,2950.0
2000 M L King Jr Way S,68.0,,Other,WA,0.0,1441665.0,23.20000076,,1542945.125,1498303565,SOUTHEAST,,Nonresidential COS,False,Seattle,36070,0.0,Amy Yee Tennis Center,Other - Recreation,1977,0.28,3,-122.29765,66597.0,0,21.60000038,47.584759999999996,72.69999695,98134.0,36070,1.0,,0.0,Other - Recreation,20532,422527.9063,,2016,Compliant,,0.0,
2100 Airport Way South,108.6999969,,Warehouse,WA,9073.890625,416703.0,75.59999847,,1573106.75,7666202915,GREATER DUWAMISH,,NonResidential,False,Seattle,20796,0.0,2100 Airport Way LLC,Non-Refrigerated Warehouse,1949,2.46,2,-122.32092,20796.0,0,63.70000076,47.583870000000005,121.3000031,98134.0,20796,1.0,,907389.0,Non-Refrigerated Warehouse,23958,122128.7031,,2016,Compliant,,1.0,
216 1st Ave. S.,86.09999847,Enclosed Mall,Small- and Mid-Sized Office,WA,2478.827148,1846842.0,30.79999924,,2165173.25,5247800390,DOWNTOWN,,NonResidential,False,Seattle,84750,0.0,The Grand Central Building,"Enclosed Mall, Office",1900,0.31,7,-122.33379,41609.0,0,29.79999924,47.60035,87.19999695,98104.0,84750,4.0,,247883.0,Office,613,541278.3125,,2016,Compliant,,1.0,28734.0
2203 1st Ave. S.,63.29999924,,Warehouse,WA,15395.458980000001,2389825.0,30.20000076,,4347677.0,7666207175,GREATER DUWAMISH,,NonResidential,False,Seattle,144050,0.0,West Coast Building,Non-Refrigerated Warehouse,1926,0.68,2,-122.33466999999999,144050.0,0,27.29999924,47.58365,66.40000153,98134.0,144050,7.0,,1539546.0,Non-Refrigerated Warehouse,638,700417.625,26.0,2016,Compliant,,1.0,
1604 NE 50th St,59.29999924,Office,Worship Facility,WA,6479.110352000001,432910.0,34.59999847,,1191549.25,8823901075,NORTHEAST,,NonResidential,False,Seattle,41013,0.0,University Lutheran Church,"Office, Worship Facility",1927,0.91,4,-122.31036999999999,32098.0,0,31.39999962,47.66517,62.70000076,98105.0,41013,3.0,,647911.0,Worship Facility,26657,126878.6016,,2016,Compliant,,1.0,2310.0
3200 23rd Ave. S.,96.09999847,,K-12 School,WA,9859.058594,1359846.0,47.90000153,,2644410.5,1624049006,GREATER DUWAMISH,,SPS-District K-12,True,Seattle,55206,0.0,Kimball Elementary,K-12 School,1971,1.12,2,-122.30301000000001,55206.0,0,42.5,47.57405,104.0999985,98144.0,55206,1.0,,985906.0,K-12 School,20376,398548.1875,75.0,2016,Error - Correct Default Data,,1.0,
2440 6TH AVE S,146.3999939,,Warehouse,WA,6544.97998,5813591.0,50.70000076,,6562048.5,7666203530,GREATER DUWAMISH,,NonResidential,False,Seattle,98220,0.0,(ID722)INDUSTRIAL TRANSFER WAREHOUSE,Non-Refrigerated Warehouse,1951,0.77,2,-122.32552,129420.0,0,50.0,47.580420000000004,147.1000061,98121.0,98220,3.0,,654498.0,Non-Refrigerated Warehouse,722,1703866.125,12.0,2016,Compliant,,1.0,
2827 2nd Ave,219.89999390000003,Retail Store,Large Office,WA,0.0,8382139.0,70.0,,8382140.5,0586400000,DOWNTOWN,,NonResidential,False,Seattle,119701,0.0,Bay Vista Office Building,"Office, Retail Store",1982,0.49,7,-122.35141000000002,102878.0,0,70.0,47.617059999999995,219.89999390000003,98121.0,119701,24.0,,0.0,Office,33289,2456664.5,67.0,2016,Compliant,,0.0,16823.0
5000 1st Ave. S,91.40000153,Office,Warehouse,WA,10178.45996,1082370.0,47.40000153,,2315404.0,3573700406,GREATER DUWAMISH,,NonResidential,False,Seattle,48890,0.0,Tri-North,"Non-Refrigerated Warehouse, Office",1941,1.26,2,-122.33288,30889.0,0,43.0,47.557179999999995,96.0,98134.0,48890,1.0,,1017846.0,Non-Refrigerated Warehouse,24629,317224.5938,49.0,2016,Compliant,,1.0,18000.0
4915 25th Ave NE,223.6999969,Parking,Large Office,WA,1495.929932,5913177.0,73.0,,6114351.5,7174800132,NORTHEAST,,NonResidential,False,Seattle,59850,0.0,Northcut Landing,"Office, Parking",2006,0.48,4,-122.30186,83715.0,42440,72.40000153,47.66517,224.3000031,98105.0,102290,3.0,,149593.0,Office,565,1733053.0,26.0,2016,Compliant,,1.0,18575.0
1221 Madison Street,246.89999390000003,,Medical Office,WA,0.0,12744957.0,103.6999969,,20764814.0,8725990000,EAST,,NonResidential,False,Seattle,225982,7815663.0,Arnold Pavilion,Medical Office,2004,3.06,3,-122.32298,200184.0,0,102.6999969,47.609790000000004,245.3000031,98104.0,225982,0.0,,0.0,Medical Office,656,3735333.25,53.0,2016,Compliant,,1.0,
13333 GREENWOOD AVE N,201.1000061,,Senior Care Community,WA,35609.70703,2094607.0,114.0,,5847878.5,2426039037,NORTHWEST,,NonResidential,False,Seattle,51298,0.0,HEALTH AND REHAB OF NORTH SEATTLE,Senior Care Community,1954,3.97,5,-122.35642,51298.0,0,110.1999969,47.72618,205.8999939,98133.0,51298,2.0,,3560971.0,Senior Care Community,21879,613894.125,85.0,2016,Compliant,,1.0,
3301 S NORFOLK ST,145.8999939,Refrigerated Warehouse,Warehouse,WA,0.0,44731153.0,45.79999924,71000.0,44110016.0,0323049024,GREATER DUWAMISH,,NonResidential,False,Seattle,714095,0.0,Seattle 11-13,"Non-Refrigerated Warehouse, Office, Refrigerated Warehouse",1961,0.44,2,-122.28875,616000.0,0,46.40000153,47.511379999999996,143.8000031,98118.0,714095,2.0,,0.0,Non-Refrigerated Warehouse,46,13109951.0,,2016,Compliant,Office,3.0,276000.0
3434 2nd Avenue South,25.20000076,Office,Distribution Center,WA,1127.7698970000001,251031.0,10.80000019,,390592.0,7666205580,GREATER DUWAMISH,,NonResidential,False,Seattle,36040,0.0,Seattle Textile Company,"Distribution Center, Office",1954,0.21,2,-122.33058999999999,31476.0,0,10.10000038,47.57258,25.89999962,98134.0,36040,1.0,,112777.0,Distribution Center,24473,73573.0,,2016,Compliant,,1.0,4564.0
7272 W. Marginal Way S.,50.79999924,Office,Distribution Center,WA,6152.976074,1373037.0,21.60000038,,2109093.75,2924049109,GREATER DUWAMISH,,NonResidential,False,Seattle,98024,0.0,Northwest Center Industries,"Distribution Center, Office",1989,0.43,1,-122.33316,63896.0,0,20.39999962,47.53687,52.09999847,98108.0,98024,2.0,,615298.0,Distribution Center,571,402414.0,94.0,2016,Compliant,,1.0,33712.0
428 S. Cloverdale,73.90000153,,Warehouse,WA,9923.839844,855017.0,42.59999847,,2149815.75,3224049045,GREATER DUWAMISH,,NonResidential,False,Seattle,50417,0.0,Lenci Corporation,Non-Refrigerated Warehouse,1980,1.16,1,-122.32913,50417.0,0,36.59999847,47.526959999999995,80.19999695,98108.0,50417,1.0,,992384.0,Non-Refrigerated Warehouse,584,250591.0938,14.0,2016,Compliant,,1.0,
615 2nd Avenue,141.6000061,Retail Store,Small- and Mid-Sized Office,WA,0.0,3554872.0,50.59999847,7030.0,4135330.5,0939000130,DOWNTOWN,,NonResidential,False,Seattle,89550,348386.8125,Broderick Building,"Office, Retail Store, Social/Meeting Hall",1900,0.58,7,-122.33332,64712.0,0,47.70000076,47.60266,148.8000031,98104.0,89550,7.0,,0.0,Office,339,1041873.5,85.0,2016,Compliant,Social/Meeting Hall,1.0,10058.0
604 20th Ave. S.,120.3000031,,K-12 School,WA,9591.918945,472592.0,79.80000305,,1651553.75,3319501965,CENTRAL,,NonResidential,False,Seattle,21592,0.0,St. Mary Giddens School,K-12 School,1922,2.51,3,-122.30601000000001,20700.0,0,69.19999695,47.596920000000004,134.1000061,98144.0,21592,2.0,,959192.0,K-12 School,23906,138508.7969,47.0,2016,Compliant,,1.0,
6363 7th Ave S.,108.3000031,Non-Refrigerated Warehouse,Small- and Mid-Sized Office,WA,3908.540527,904631.0,46.40000153,0.0,1394293.5,5367201500,GREATER DUWAMISH,,NonResidential,False,Seattle,35017,0.0,"Pacific Georgetown Center, LLC","Non-Refrigerated Warehouse, Office, Parking",1969,0.77,2,-122.32543000000001,19785.0,0,43.20000076,47.544940000000004,111.8000031,98108.0,35017,1.0,,390854.0,Office,27016,265132.1875,66.0,2016,Compliant,Parking,1.0,10234.0
5040 9th Ave NE,144.8999939,,K-12 School,WA,22073.66016,1639135.0,83.0,,4277566.0,2862100610,NORTHEAST,,NonResidential,False,Seattle,31343,0.0,University Child Development School,K-12 School,2004,4.1,4,-122.31818,51515.0,0,74.69999695,47.66665,153.6999969,98105.0,31343,2.0,,2207366.0,K-12 School,22834,480403.0,5.0,2016,Compliant,,3.0,
655 South Orcas Street,183.1999969,,Small- and Mid-Sized Office,WA,14138.95996,985457.0,100.0,,2498335.25,1722801080,GREATER DUWAMISH,,NonResidential,False,Seattle,25872,0.0,Building O,Office,1969,3.17,2,-122.32576,24988.0,0,96.0,47.55127,187.0,98108.0,25872,2.0,,1413896.0,Office,20988,288821.0,41.0,2016,Compliant,,1.0,
5001 NE 50TH ST,59.79999924,,K-12 School,WA,28262.621089999997,910698.0,44.29999924,,4314753.5,1025049038,NORTHEAST,,NonResidential,False,Seattle,97500,0.0,Villa Academy - Main bldg.,K-12 School,1924,1.6,4,-122.27323999999999,97500.0,0,38.29999924,47.66368,66.80000305,98105.0,97500,3.0,,2826262.0,K-12 School,29612,266910.1875,97.0,2016,Compliant,,1.0,
7821 Stone Ave. N.,86.59999847,,K-12 School,WA,14717.55859,777836.0,56.20000076,,2589620.0,0625049048,NORTHWEST,,SPS-District K-12,True,Seattle,47602,0.0,Daniel Bagley Elementary,K-12 School,1930,1.76,6,-122.3423,46066.0,0,48.79999924,47.68636,96.30000305,98103.0,47602,2.0,,1471756.0,K-12 School,19728,227970.7969,78.0,2016,Error - Correct Default Data,,1.0,
58 W Dravus,40.0,Other,Worship Facility,WA,15126.9873,286965.0,34.70000076,,2158433.5,1972204965,MAGNOLIA / QUEEN ANNE,,NonResidential,False,Seattle,62000,0.0,First Free Methodist Church,"Other, Worship Facility",1949,1.33,7,-122.36055,57200.0,0,28.89999962,47.64905,46.09999847,98119.0,62000,3.0,,1512699.0,Worship Facility,21150,84104.70313,81.0,2016,Compliant,,1.0,5000.0
925 Seneca St.,367.89999389999997,,Hospital,WA,0.0,90060497.0,165.5,,167207104.0,1979200210,EAST,,NonResidential,False,Seattle,374466,73885472.0,Virginia Mason Medical Center - 2149,Hospital (General Medical & Surgical),1920,16.91,3,-122.32773999999999,1010135.0,0,162.3000031,47.60986,369.39999389999997,98101.0,374466,8.0,,0.0,Hospital (General Medical & Surgical),49940,26395222.0,74.0,2016,Compliant,,1.0,
1112 Fourth Avenue,199.0,,Hotel,WA,28586.99805,18083049.0,80.40000153,,27070114.0,0942000165,DOWNTOWN,,NonResidential,False,Seattle,272015,5999360.5,5679-W Seattle,Hotel,1998,2.22,7,-122.33323,336640.0,61161,80.0,47.60713,199.3999939,98101.0,333176,25.0,,2858700.0,Hotel,16,5299838.5,36.0,2016,Compliant,,1.0,
4636 East Marginal Way South,85.40000153,,Warehouse,WA,0.0,709991.0,30.20000076,,788592.5,3573200250,GREATER DUWAMISH,,NonResidential,False,Seattle,26094,0.0,South Seattle Business Park- Bldg A,Non-Refrigerated Warehouse,1953,0.19,2,-122.33872,26094.0,0,27.20000076,47.561209999999996,94.90000153,98134.0,26094,1.0,,0.0,Non-Refrigerated Warehouse,23834,208086.4063,19.0,2016,Compliant,,1.0,
1701 First Ave South,2.099999905,Parking,Other,WA,0.0,16809.0,0.699999988,,17260.0,7666207085,GREATER DUWAMISH,Low outlier,NonResidential,False,Seattle,27690,0.0,1701 First Ave South LLC,"Other, Parking",1910,0.0,2,-122.33458,24717.0,0,0.699999988,47.58788,2.200000048,98134.0,27690,3.0,,0.0,Other,24717,4926.399902,,2016,Non-Compliant,,1.0,0.0
4020 NE 55th St.,96.0,,Small- and Mid-Sized Office,WA,0.0,620994.0,31.20000076,,633770.5,7974700160,NORTHEAST,,NonResidential,False,Seattle,20317,0.0,Hawthorne Hills Professional Center,Office,1967,0.21,4,-122.28333,20317.0,0,30.60000038,47.66888,97.90000153,98105.0,20317,2.0,,0.0,Office,24488,182003.0,83.0,2016,Compliant,,1.0,
425 Pontius Ave N,204.6000061,Parking,Large Office,WA,0.0,4695138.0,68.0,,4899096.0,2467400315,LAKE UNION,,NonResidential,False,Seattle,73096,0.0,425 Pontius,"Office, Parking",1982,0.24,7,-122.33223999999998,72066.0,60960,65.19999695,47.622690000000006,213.5,98109.0,134056,4.0,,0.0,Office,463,1376066.25,54.0,2016,Compliant,,1.0,59137.0
2315 Western Avenue,95.5,Other,Small- and Mid-Sized Office,WA,4211.220215,923904.0,40.70000076,6200.0,1423579.25,0654000330,DOWNTOWN,,NonResidential,False,Seattle,28800,0.0,S2315 - Belltown Worklofts,"Non-Refrigerated Warehouse, Office, Other",1908,1.0,7,-122.34817,21600.0,0,38.40000153,47.61285,97.90000153,98121.0,28800,3.0,,421122.0,Office,19864,270780.6875,50.0,2016,Compliant,Non-Refrigerated Warehouse,1.0,7200.0
85 South Atlantic St.,131.0,Other,Refrigerated Warehouse,WA,3256.170166,907206.0,53.29999924,,1297406.125,7666207070,GREATER DUWAMISH,,NonResidential,False,Seattle,24430,0.0,Pacific Commercial,"Other, Refrigerated Warehouse",1937,0.97,2,-122.33538999999999,15667.0,0,50.59999847,47.58999,133.8000031,98134.0,24430,2.0,,325617.0,Refrigerated Warehouse,24716,265886.8125,,2016,Compliant,,0.0,8690.0
120 6th Ave N,88.19999695,Data Center,Small- and Mid-Sized Office,WA,0.0,1539066.0,28.10000038,,1539066.375,1991200705,LAKE UNION,,NonResidential,False,Seattle,51552,0.0,Little Wing,"Data Center, Office",2013,0.21,7,-122.34461999999999,54150.0,0,28.10000038,47.61952,88.19999695,98109.0,51552,3.0,,0.0,Office,21534,451074.5,,2016,Compliant,,1.0,650.0
2901Western Avenue,701.9000244,Parking,Mixed Use Property,WA,2781.6408690000003,2269684.0,248.10000609999997,1600.0,2622096.5,0698000095,DOWNTOWN,,NonResidential,False,Seattle,10925,0.0,Olympic Sculpture Park,"Other - Entertainment/Public Assembly, Parking, Social/Meeting Hall, Swimming Pool",2006,0.91,7,-122.35385,8969.0,22867,241.10000609999997,47.61634,709.2999877999999,98121.0,33792,2.0,,278164.0,Social/Meeting Hall,19928,665206.1875,,2016,Compliant,Other - Entertainment/Public Assembly,1.0,8540.0
2150 N. 122nd Street,66.09999847,Medical Office,Worship Facility,WA,9093.450195,704681.0,37.20000076,972.0,1781436.375,3034200285,NORTHWEST,,NonResidential,False,Seattle,44719,0.0,North Seattle Alliance Church,"Medical Office, Office, Worship Facility",1965,1.19,5,-122.33221,45909.0,0,33.70000076,47.71745,71.0,98133.0,44719,2.0,,909345.0,Worship Facility,23076,206530.2031,,2016,Compliant,Office,1.0,1025.0
